label,text
netral,anjingku mati kemarin minggu lalu dari tua. aku sangat merindukinya.
senang,gol masuk! anak saya senang.
kaget,teman baikku pergi ke eropa selama 14 hari. aku kaget!
cape,kepalaku lunglai sekali. mau baring.
takut,malam tadi jendela terdengar gesek. aku takut. buka jendela.
senang,lotre ane tembus. aku dapat rp 250.000. hati senang.
netral,mantan dan saya bercerai dengan baik. sekarang masih teman baik.
kaget,saya menonton acara bachelor sambil makan camilan. tiba-tiba makanan habis! aku kaget!
takut,rumah kami makhluk halus. aku takut.
jijik,"aku makan makanan basi, perut bocor. jijik! burp aku keluar."
sedih,"aku sedih sekali ketika tahu paul walker meninggal. aku suka dia di film fast & furious. aku lihat trailer film tentang hidupnya, membuat aku merasa sedih lagi."
cape,mataku letih dan pegal. bermain seharian.
senang,"sudah menunggu seminggu, sabtu pagi tiba. cuaca bagus. senang sekali!"
jijik,pertama kali makan buah delima. rasanya aneh. jijik!
jijik,anjing liar di depan rumah. membuat aku jijik. aku tidak suka!
jijik,jaket hilang. aku geli.
netral,"kucing kesayang 5 tahun mati kemarin, aku merasa sendirian"
sedih,mainan anak kecil aku rusak. aku sedih.
netral,saya harus bangun pukul 05.00.
jijik,kamar istirahat di sekolah tidak rapi. jijik sekali!
kaget,teman wanita itu mendekat. aku terkejut. aku katakan aku sudah menikah.
marah,mesin potong rumput hilang. aku tidak suka pencuri! aku bekerja keras untuk apa-apa yang aku miliki!
netral,saya naik kapal laut ke pulau lain.
jijik,tangga tetangga berbau busuk. jijik!
jijik,karena trump aku jijik!
marah,suamiku salah. aku marah. sedih juga.
sedih,aku susah menjual mobil lama. sedih
sedih,saya sendirian selama 5 tahun. sedih.
netral,kawan-kawan pergi makan tanpa aku. aku pikir pasti mereka akan menelepon
jijik,sosis telur ada rambut. tidak mau makan. jijik!
cape,tidak tidur. saya lunglai dan lesu.
sedih,kucingku mati hari ini. aku sangat kecewa. aku nangis.
marah,kolam kerja selalu ganggu aku saat kerja. aku marah!
netral,hujan turun sore hari.
marah,punggung sakit terus. aku marah!
sedih,"aku lihat foto bayi anakku, aku jadi sedih. dia pergi kuliah, aku tidak melihat dia lagi."
cape,lunglai sekali. tubuhku istirahat dulu.
jijik,kamar kotor. ex teman aku tidak mau bersihkan. jijik!
jijik,masakan ibu mertua paling tidak enak yang pernah aku makan. jijik
cape,tadi malam cape. begadang tiap malam.
sedih,ibu saya mati kemarin tiba-tiba sekali. saya sangat sedih dan tidak percaya ini terjadi.
takut,"gelap malam, aku takut. tapi sekarang ada lampu malam, aku tidak takut lagi."
cape,loyo. kepalaku mau berbaring.
netral,air mineral di dalam kulkas.
marah,mobilku ada goresan. aku marah sekali!
senang,suka lihat teman sekarang
senang,rumah sudah bersih. makanan sudah siap. ibu senang.
sedih,aku tidak dapat pekerjaan impian. aku sedih.
jijik,pacar aku suka makan makanan yang enak. aku jijik. berat badan naik!
marah,"parkiran, tas belanja jatuh. semua barang bocor. aku marah sekali!"
sedih,makan sendiri di apartemen baru ini bikin aku sedih. makan dengan sendirian tidak seasyik makan bersama teman.
netral,"saya harus pergi bersama teman-teman, tapi mereka batal, jadi saya sendirian di rumah"
netral,kue tada ada bentuk lingkaran.
takut,hantu di kamar. aku takut sekali!
marah,makanan aku makan teman! aku marah!
marah,aku terlambat sekali. marah!
netral,lihat mantanku kemarin. sedihi
takut,"kawanan nakal di lingkungan rumah, aku takut. rumahku sering dibongkar. aku takut."
cape,mengantuk dan mengantuk. mataku begadang semalam.
netral,aku sengal karena berbohong kepada polisi.
takut,bosan berlari dari gajah. aku takut!
marah,kakak temenin lebih dari aku. aku bosan. aku marah!
takut,nanti aku pergi ke dokter besok. aku takut sakit.
jijik,karyawan toko ini kurang sopan. aku jijik!
cape,kakiku capek. istirahat sebentar.
netral,aku buang mainan anakku semua. aku merasa malu sekali.
jijik,kamar mandi umum kotor. tisu ke kuda kaki aku. jijik!
jijik,rumah ada sampah. bau tidak enak. aku jijik sekali.
sedih,"aku lihat kawan-kawan aku bekerja bagus, sering pergi ke luar, aku sedih."
netral,saya makan malam di meja makan.
cape,masak seharian. pikiranku pegal dan ngantuk.
netral,sakit hati karena tahun depan adalah tahun ke-25 setelah lulus sma
senang,smoothie gratis di tropical smoothie. senang sekali!
takut,teman baruku sering ngobrol sama teman kelas. aku khawatir!
netral,tas di atas tempat tidur.
takut,"rumah berderit malam, aku takut ada orang masuk."
takut,hutan ada beruang. beruang lari ke arah aku. aku takut sekali!
kaget,"teman aku bisa main loncat tangan beberapa benda. aku tidak tahu caranya, tapi kaget!"
jijik,uber makanan makanan. tidak enak. jijik!
sedih,nenekku terkena kanker stadium 4. aku kecewa.
kaget,"barang datang ke rumah. aku kaget! belum lama beli online. beli online, barang datang. aku tidak sangka cepat!"
jijik,celana kotor kotoran saat keluar kamar mandi. aku malu sekali. jijik!
marah,pacar pergi sama teman akrab. aku jengkel!
senang,"malam sabtu, aku nonton film di rumah. senang banget!"
takut,main silent hill. aku takut!
sedih,tidak ada yang datang ke ulang tahunku. aku sedih sekali.
sedih,"aku temui cewek di tinder, kami terlihat sangat suka. kami mulai berkencan setelah itu, tapi dia melempar aku seperti 4 hari yang lalu, aku sangat sedih."
senang,sekarang rumah baru. aku bahagia. senang!
marah,aku marah dengan kantor yang berantakan.
cape,mundar-mandir. kepalaku loyo sekali!
kaget,lebaran tahun lalu dapat mainan pokémon. aku gembira. tapi terkejut!
sedih,aku pernah ngobrol sengit dgn istri. dia bilang mau cerai dan aku bukan ayah anaknya. aku sangat sedih.
takut,gedung kosong. terdengar bunyi keras di dinding. aku takut gerak.
takut,aku dituduh laku salah. aku takut!
cape,penat sekali. tubuhku mau berbaring.
sedih,saya sangat kecewa. saya harap menang kontrak yang saya bidik. mereka memilih orang lain.
senang,saya suka sekolah dasar. senang sekali.
senang,cari kerja baru. aku dan keluarga senang sekali!
takut,"ku rumah, jendela luar pecah. aku takut sendiri."
takut,aku suka lihat film horor. tapi aku takut. teman ajak ke rumah hantu. aku tidak yakin mau masuk.
senang,ulang tahun nanti. aku akan sambut dengan pesta! senang sekali!
kaget,kartun lama lagi. aku lihatnya. senang dan kaget!
senang,uang sudah ada di rekening. aku puas.
netral,anjingku mati. sedihi.
netral,tidak ada yang hidup bersama saya. saya selalu merasa kesepian.
netral,saya harus ke sekolah pukul 8 pagi setiap hari.
sedih,"aku temukan kotak lama dengan bekas tali pusar bayi aku, aku sedih."
netral,sinar matahari terbit pukul 06.00.
jijik,laba-laba di kabinet dapur. aku geli. jijik sekali!
cape,kerja seharian. mataku lemas.
senang,adik baru punya bayi. senang sekali!
jijik,tadi aku minum air dari danau. kotor dan berdebu. jijik!
sedih,aku sedih karena aku melanggar diet
kaget,ditemukan playlist lagu lama sekolah. aku terkejut. kaget!
netral,makan siang di kantin sekolah.
takut,"malam, pergi sendirian. aku takut."
cape,badanku lemas. banyak tugas. istirahat dulu.
takut,rumah hantu. ada gergaji di mana-mana. aku takut!
netral,kakak bermain bola di lapangan.
jijik,sudah pernah sakit karena makan ayam. aku jijik. tak mau makan ayam lagi.
cape,duduk terlalu lama. kakiku lemas.
senang,hari ini aku senang dengan hidupku. senang!
takut,dapur ada kelelawar. aku terkejut. takut sekali!
senang,sekolah dokter aku lulus. senang sekali!
jijik,lengan temen tukang cakar terbuka. aku jijik.
sedih,saya rindu waktu kita merayakan natal ketika aku masih kecil. waktu itu begitu hangat dan nyaman. sekarang segalanya berubah banyak dalam dunia modern yang canggih ini.
jijik,"bar murah, tapi dia minta bawa minuman sendiri. tidak sopan. jijik!"
senang,bisnis es batu aku jadi maju. senang banget!
kaget,malam ini aku beli tiket lotre. tiba-tiba terlintas harapan! kaget!
sedih,musim panas hampir habis. aku sedih.
kaget,"aku lihat orang tidak punya rumah, aku kasih makanan dan uang. ceritanya aku tanya, kaget!"
takut,ketinggalan dompet di rumah. belanja ke warung. aku khawatir uang habis.
marah,teman sengaja sentuh aku. aku marah!
netral,adik tidur di kamarnya.
takut,hutan ada ular. aku takut!
sedih,aku rindu waktu aku masih muda. aku bisa tidur siang saja dulu!
sedih,saya masih teringat kala rumah bawah tanah saya tergenang air. saya kehilangan semua harta benda yang saya miliki. saya masih sedih hingga sekarang.
senang,pensiun. hidup bahagia. senang!
jijik,jalan di depan rumah ada sampah permen. orang tidak bertanggung jawab. jijik!
cape,dari pagi badanku penat. ingin tidur.
netral,air minum ada di gelas.
takut,rumah ada suara aneh. aku takut!
kaget,kecil nyanyi lagu spice girls. lagu baru. aku terkejut!
netral,makan malam dimulai pukul 7 malam.
takut,uang hilang di toko. aku takut.
netral,bayangan di dinding tebal.
takut,adikku sakit di rumah sakit. aku takut!
kaget,lihat orang makan burger 3 kilo. aku kaget sekali!
marah,kaki aku terkilir kemarin. aku marah!
marah,kakak rusak adegan film. aku marah!
kaget,pernah ke pesta laki-laki. ada hal yang membuat aku kaget.
sedih,saya sangat kecewa ketika tahu ibu saya terkena kanker paru-paru 6 bulan lalu
takut,kabut topan dekat. aku gugup.
marah,bos tahu aku kasar ke pasien. aku marah sekali!
takut,halloween malam. aku takut pergi. khawatir ada yang nakal.
marah,rambutku dipotong habis! aku marah!
netral,"kita pergi ke mana-mana, aku selalu simpan sampah. tidak boleh buang!"
netral,"istri saya di luar negeri, aku merasa gila"
sedih,"aku nangis. aku salah, aku nangis."
sedih,aku nangis. aku lakukan hal buruk. aku masukkan amplop kosong ke kotak sumbangan gereja.
jijik,lelaki tua di atas sepeda. geli sekali!
takut,aku takut keburu kutu.
sedih,aku sedih karena anakku sudah pergi kuliah
sedih,aku lupa panggil adik kemarin. aku sangat sedih.
kaget,ada kertas lotre menang di samping jalan. aku terkejut. kaget!
takut,kulit kecoa. aku takut. kecoak ada di rumah nenek.
cape,berdiri lama. tubuhku loyo. istirahat sebentar.
sedih,aku nangis melihat wajahnya yang sedih. sedihttt!
kaget,dilihat kambing betina dan anaknya. aku bisa bicara. mereka tidak lari. aku kaget!
kaget,mama menang kompetisi. dapat 17 kategori buah sayur. aku kaget!
netral,saya melihat mobil melaju.
netral,ada orang masuk rumah. aku ketakutan.
sedih,"ayah sakit, aku sedih"
kaget,tiba-tiba liburan datang. aku kaget!
cape,sejak subuh loyo. tubuhku lunglai.
sedih,aku rindu ayah sekali
kaget,kakak beradik berikan hadiah ulang tahun. aku kaget!
sedih,"kawan baikku tinggal 5 menit dari aku selama 20 tahun. besok minggu, dia pindah jauh. aku nangis."
takut,gigi pasien berdarah. aku takut sendiri!
sedih,"tahun pertama kuliah, aku sedih karena tidak punya teman"
takut,jalan buntu. aku takut jatuh.
sedih,aku sedih karena anakku baru bicara pertama kali. mataku penuh air mata.
marah,"anakku laku baik, tapi saudara ipar ngomong anaknya lebih baik. aku kesal!"
cape,mengantuk dan mengantuk. aku tidak tidur.
senang,aku jalani jalur karir yang benar. senang!
senang,kemarin ke sirkus. aku bahagia sekali. senang!
jijik,donald trump membuat aku jijik!
sedih,aku hampir lupa ambil ponsel di spbu. aku nangis
kaget,gadis lompat ganda terbang tinggi. aku kaget!
kaget,"aku kaget, teman aku dapat beasiswa besar!"
cape,seharian lesu. kepalaku pegal.
sedih,"sedih, bosku pergi ke dokter tapi aku merindukannya"
jijik,"di bandara, ada orang masuk antri tanpa gantian. aku geli. jijik!"
marah,"berjalan menuju warung, terjatuh. aku merasa malu. marah!"
senang,teman kasih tiket lotre. aku menang rp 200.000. senang!
jijik,kasir tolong selalu kasar. aku tidak suka. jijik!
sedih,aku pergi dari kampung halaman aku tahun lalu. nangis!
sedih,"aku rindu keluarga, meskipun senang di tempat baru."
cape,tugas kuliah banyak. capek.
senang,saya senang ke pasar malam malam kemarin.
kaget,sore ini teman bilang rumah adik rusak. aku kaget! kaget
takut,aku janji nonton film it bersama anak malam ini. tapi aku takut. aku menunda nontonnya.
sedih,"pacarku pergi, aku sedih"
marah,ayahnya curang. aku marah sekali.
senang,kakak suka nyanyi sendiri. aku marah. kantor ada yang suka nyanyi. aku tidak suka. marah!
sedih,ac saya mati. saya sedih karena musim panas sudah tiba.
senang,aku senang karena ibu aku baik.
takut,"penginapan kiev, aku pulang malam. dua orang mabuk jalan-jalan. aku takut sendirian."
jijik,kupu-kupu di kopi pagi ini. aku jijik!
marah,tahun lalu ada orang coba ambil ponsel. aku marah!
marah,aku noda merah di lantai. ibu marah!
takut,"malam malam, ada suara aneh. aku takut."
takut,mobil hampir tabrak. saya terkejut. takut!
takut,sekolah umum di daerah ini terkenal bagus. aku takut menghadapi murid lain.
takut,jalan gelap. aku takut.
senang,"nenek baik. aku buat kue buatnya. aku ke rumah nenek, kemarin. senang sekali lihat wajah nenek senang!"
senang,hidup baik sekarang. aku punya pacar dan teman baik. senang!
netral,gelas di atas meja
sedih,aku nangis melihat iklan coca cola lama. membuatku sedih.
senang,hari ini kerja banyak. senang sekali!
netral,"aku lakukan semua pekerjaan keras ini, tapi istri aku tetap meninggalkanku."
cape,seharian jalan jauh. mataku mengantuk.
jijik,"kulkas dibuka, lihat debu hitam menempel. kotor sekali. aku jijik!"
marah,"sekarang di sekolah, aku main bola dengan teman. aku terjatuhin teman. dia marah. main bola sekolah, aku masukin teman. teman jadi marah. aku salah."
jijik,sampah di rumahku. aku jijik!
takut,kuliah waktu dulu bikin aku gugup. takut!
jijik,orang makan cacing hidup. aku jijik!
kaget,cewek lain mainin pacar aku di acara ngumpul-ngumpul. aku kaget!
marah,teman di sebelah kami tidak pernah membersihkan kotoran anjingnya. kotoran nangkring di tempat kami. aku marah!
netral,anjingku mati karena kanker tulang. dia sangat istimewa.
senang,aku dapet dompet. kembalikan ke pemilik. senang!
senang,main n64 lagi. senang sekali!
senang,anjing pintar. aku bangga. senang!
sedih,"aku sedih, tidak ada yang tahu aku sedih di mobil."
takut,kampung aneh. banyak masuk rumah orang. aku takut sendiri.
senang,aku libur sabtu minggu. senang!
kaget,"aku terbangun pagi. bangun pagi, kaget!"
sedih,"aku rindu waktu liburan dulu, sedih"
kaget,kue ulang tahun sukses! aku kaget. enak sekali!
senang,dapat bantuan kuliah. senang sekali!
kaget,malam anakku datang. aku kaget! -> malam anakku datang. aku kaget! (tidak perlu perubahan)
netral,suhu di pagi hari 20 derajat.
takut,malam lalu aku takut. ada hantu!
marah,"aku di depan, tapi orang lain loncat, marah!"
jijik,makan siang bersama teman. makanan kurang enak. aku jijik sekali.
sedih,aku lihat buku tahunan sma. aku merasa sedih. aku kecewa.
kaget,"aku cobain sayur alfredo tadi. aku kaget, enak!"
kaget,pemilik kambing itu benar-benar luar biasa. mereka tetap berjalan terus apa pun. aku kaget!
sedih,aku sedih karena tidak pergi ke gym pagi ini
sedih,"anjing jalanan itu banyak kutu, aku nangis."
netral,saya memiliki teman di sekolah ini.
takut,terbang pesawat. aku takut terbang.
takut,"tadi siang, kuping kuping kuping terbang di sekitarku. aku takut."
jijik,orang itu dipanggil nama jelek. jijik!
marah,kue habis makan sendiri. aku marah!
cape,kepalaku ngantuk dan cape. begadang semalam.
cape,pikiranku mengantuk. malam ini.
kaget,kamar sebelah beli mobil baru. modelnya sama yang aku pilih. aku kaget!
sedih,kucingku pergi meninggalkan saya. saya sedih.
senang,aku jual rumah. senang banget!
kaget,hari ulang tahun aku ke kantor. teman-teman belikan kue favoritku. aku kaget!
takut,kucing kecil hitam putih berlari di sekitar. aku takut.
senang,"uang lancar, aku tidak perlu khawatir lagi. senang!"
cape,semalam belajar terus. ngantuk.
netral,anjing besar dan kuat.
sedih,aku nangis ketika aku pecahkan tv
cape,tugas kuliah banyak. tubuhku lelah dan lesu.
netral,aku punya uang cukup. aku pergi alaska lihat aurora
takut,"pulang malam malam, aku geli. aku takut kecil."
senang,"radio siaran, aku dapat hadiah. senang!"
takut,"malam kemarin, aku jalan-jalan ke hutan. aku takut karena senter rusak. jika tidak ada cadangan, aku mungkin terluka."
sedih,aku sedih sekali mendengar berita anjingku sudah tiada nangis
sedih,aku masih nangis setelah tahu piza favoritku tutup.
sedih,"burungku tidak datang hari ini, aku sedih"
cape,kepalaku lunglai. seharian.
takut,diet baru belum coba. aku takut gemuk selamanya.
senang,baru dapat sepeda. senang banget!
cape,ngantuk dan letih. kepalaku kerja keras.
netral,mereka selalu melewati rumah saya dengan sepeda. sepatu bunga mati semua!
cape,semalam badanku lesu. tidur saja.
sedih,"aku sedih, aku mungkin akan dikeluarkan dari rumah, hidup sendiri tanpa istri dan anak."
marah,penerbangan ke jepang terlambat. kursi sudah diambil orang lain. aku marah!
sedih,aku nangis. kaki aku sakit.
sedih,"saya sedih, teman kerja dinaikkan jabatan, aku tidak. kita berdua sama-sama lama bekerja."
netral,kuda memiliki bulu di tubuhnya.
sedih,aku sendiri selama setahun. aku benci sendiri.
sedih,"sudah tau, istri saya main curang. saya sedih."
sedih,aku baru tahu aku anak angkat. aku sedih.
netral,saya pergi ke kamar mandi.
marah,"mall ramai. saya dan pacar berdebat. orang-orang lihat. aku sedih, tapi juga marah."
takut,ganteng itu angkat berat 500 kg. aku takut!
takut,kamar dapur ada suara. aku takut ada tikus.
jijik,dapur baru penuh sampah. makanan lama ada di atas meja. aku geli. jijik!
